Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount,Ship_Speed
6191,CA-2016-157259,24/12/2016,28/12/2016,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,0,207.8856,26,4,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Large ($500-1K),88.84,23.1,0,Economy
6192,CA-2017-107986,13/12/2017,13/12/2017,Same Day,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,27,0,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),10.48,2.83,0,Express
6193,CA-2017-104927,22/12/2017,26/12/2017,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,5,0.2,9.072,35,4,Low (1-20%),2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),5.18,1.81,5.18,Economy
6194,CA-2017-104927,22/12/2017,26/12/2017,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",6.33,5,0.8,-9.8115,-155,4,High (41%+),2017,12,Dec,Winter,Loss,Loss,Micro (<$50),1.27,-1.96,5.06,Economy
6195,CA-2017-104927,22/12/2017,26/12/2017,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,75.88,5,0.2,26.558,35,4,Low (1-20%),2017,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),15.18,5.31,15.18,Economy
6196,CA-2017-113453,21/10/2017,28/10/2017,Standard Class,CM-12160,Charles Mccrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004165,Technology,Phones,Mitel Mivoice 5330E Ip Phone,329.988,2,0.4,-76.9972,-23.33,7,Medium (21-40%),2017,10,Oct,Fall,Loss,Loss,Medium ($200-500),164.99,-38.5,132,Economy
6197,CA-2017-113453,21/10/2017,28/10/2017,Standard Class,CM-12160,Charles Mccrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,71.376,3,0.2,-4.461,-6.25,7,Low (1-20%),2017,10,Oct,Fall,Loss,Loss,Small ($50-200),23.79,-1.49,14.28,Economy
6198,CA-2015-149909,13/11/2015,17/11/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" X 7""",63.77,7,0,28.6965,45,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),9.11,4.1,0,Economy
6199,CA-2015-149909,13/11/2015,17/11/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,50.97,3,0,13.2522,26,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),16.99,4.42,0,Economy
6200,CA-2015-149909,13/11/2015,17/11/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,96.08,2,0,46.1184,48,4,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),48.04,23.06,0,Economy
6201,CA-2015-146675,16/04/2015,20/04/2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,TEC-CO-10001766,Technology,Copiers,Canon Pc940 Copier,1439.968,4,0.2,485.9892,33.75,4,Low (1-20%),2015,4,Apr,Spring,Profit,High (>=20%),XL (>$1K),359.99,121.5,287.99,Economy
6202,CA-2015-146675,16/04/2015,20/04/2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,43.56,3,0.2,-4.9005,-11.25,4,Low (1-20%),2015,4,Apr,Spring,Loss,Loss,Micro (<$50),14.52,-1.63,8.71,Economy
6203,CA-2016-118332,16/12/2016,23/12/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair With Padded Adjustable Arms And Flex Back,563.92,5,0.2,7.049,1.25,7,Low (1-20%),2016,12,Dec,Winter,Profit,Low (0-10%),Large ($500-1K),112.78,1.41,112.78,Economy
6204,CA-2016-133669,21/10/2016,27/10/2016,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10001305,Technology,Phones,Panasonic Kx Ts208W Corded Phone,235.152,8,0.4,-47.0304,-20,6,Medium (21-40%),2016,10,Oct,Fall,Loss,Loss,Medium ($200-500),29.39,-5.88,94.06,Economy
6205,CA-2017-145660,01/12/2017,03/12/2017,First Class,MG-17650,Matthew Grinstein,Home Office,United States,Marion,Ohio,43302,East,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,22.5,2,Low (1-20%),2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),3.86,0.87,1.54,Fast
6206,CA-2016-133697,20/10/2016,24/10/2016,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" X 7""",51.016,7,0.2,15.9425,31.25,4,Low (1-20%),2016,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),7.29,2.28,10.2,Standard
6207,CA-2016-133697,20/10/2016,24/10/2016,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,25.248,4,0.2,7.89,31.25,4,Low (1-20%),2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),6.31,1.97,5.05,Standard
6208,CA-2016-133697,20/10/2016,24/10/2016,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,56.686,1,0.3,-14.5764,-25.71,4,Medium (21-40%),2016,10,Oct,Fall,Loss,Loss,Small ($50-200),56.69,-14.58,17.01,Standard
6209,CA-2017-148138,29/09/2017,03/10/2017,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,43302,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,0.2,-6.396,-12.5,4,Low (1-20%),2017,9,Sep,Fall,Loss,Loss,Small ($50-200),25.58,-3.2,10.23,Economy
6210,CA-2017-119809,18/08/2017,25/08/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes Pb300 Plastic Comb Binding Machine,2793.528,9,0.2,942.8157,33.75,7,Low (1-20%),2017,8,Aug,Summer,Profit,High (>=20%),XL (>$1K),310.39,104.76,558.71,Economy
6211,CA-2017-119809,18/08/2017,25/08/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02,7,0,290.0058,29,7,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),XL (>$1K),142.86,41.43,0,Economy
6212,CA-2017-119809,18/08/2017,25/08/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",65.94,3,0,22.4196,34,7,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),21.98,7.47,0,Economy
6213,CA-2017-149944,12/11/2017,16/11/2017,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3,0,9.12,50,4,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.08,3.04,0,Standard
6214,CA-2017-149944,12/11/2017,16/11/2017,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748,29,4,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),38.06,11.04,0,Standard
6215,CA-2014-128538,11/10/2014,15/10/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Redondo Beach,California,90278,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" X 9 1/2"" Security-Tint Envelopes",7.64,1,0,3.7436,49,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),7.64,3.74,0,Economy
6216,CA-2015-161711,28/11/2015,03/12/2015,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3,0,27.9456,41,5,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),22.72,9.32,0,Economy
6217,CA-2015-161711,28/11/2015,03/12/2015,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple Envelope,62.24,8,0,29.2528,47,5,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),7.78,3.66,0,Economy
6218,US-2015-129553,27/07/2015,02/08/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband Iphone 5S,29.97,3,0,0.2997,1,6,No Discount,2015,7,Jul,Summer,Profit,Low (0-10%),Micro (<$50),9.99,0.1,0,Economy
6219,CA-2016-160220,20/10/2016,26/10/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001300,Technology,Phones,"Ikross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush For Apple Iphone 5S 5C 5, 4S 4",125.7,6,0,35.196,28,6,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),20.95,5.87,0,Economy
6220,CA-2016-160220,20/10/2016,26/10/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001557,Technology,Phones,Pyle Pmp37Led,191.98,2,0,51.8346,27,6,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),95.99,25.92,0,Economy
6221,CA-2016-160220,20/10/2016,26/10/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files By Perma,20.86,7,0,1.4602,7,6,No Discount,2016,10,Oct,Fall,Profit,Low (0-10%),Micro (<$50),2.98,0.21,0,Economy
6222,US-2017-157224,14/09/2017,18/09/2017,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7,9,0,26.082,46,4,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),6.3,2.9,0,Standard
6223,CA-2017-140627,23/12/2017,27/12/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,26.25,4,Low (1-20%),2017,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),18.18,4.77,14.54,Economy
6224,CA-2017-140627,23/12/2017,27/12/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil And Crayon Sharpener,12.264,7,0.2,1.0731,8.75,4,Low (1-20%),2017,12,Dec,Winter,Profit,Low (0-10%),Micro (<$50),1.75,0.15,2.45,Economy
6225,CA-2017-140627,23/12/2017,27/12/2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352,3,0.2,-54.588,-25,4,Low (1-20%),2017,12,Dec,Winter,Loss,Loss,Medium ($200-500),72.78,-18.2,43.67,Economy
6226,CA-2015-133445,05/10/2015,09/10/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1,0.7,-103.8606,-156.67,4,High (41%+),2015,10,Oct,Fall,Loss,Loss,Small ($50-200),66.29,-103.86,46.41,Economy
6227,CA-2015-133445,05/10/2015,09/10/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter In Burgundy,291.168,4,0.2,-14.5584,-5,4,Low (1-20%),2015,10,Oct,Fall,Loss,Loss,Medium ($200-500),72.79,-3.64,58.23,Economy
6228,CA-2014-148782,02/11/2014,07/11/2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Irving,Texas,75061,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 Usb Headset - Headset - Full Size, Binaural",88.776,3,0.2,7.7679,8.75,5,Low (1-20%),2014,11,Nov,Fall,Profit,Low (0-10%),Small ($50-200),29.59,2.59,17.76,Economy
6229,CA-2016-148208,22/01/2016,27/01/2016,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-Ts550,110.376,4,0.4,-20.2356,-18.33,5,Medium (21-40%),2016,1,Jan,Winter,Loss,Loss,Small ($50-200),27.59,-5.06,44.15,Economy
6230,CA-2016-148208,22/01/2016,27/01/2016,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 25/Pack",55.176,3,0.2,15.8631,28.75,5,Low (1-20%),2016,1,Jan,Winter,Profit,High (>=20%),Small ($50-200),18.39,5.29,11.04,Economy
6231,CA-2017-127656,11/07/2017,17/07/2017,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Waterloo,Iowa,50701,Central,OFF-AR-10001166,Office Supplies,Art,Staples In Misc. Colors,30.32,4,0,11.8248,39,6,No Discount,2017,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),7.58,2.96,0,Economy
6232,US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784,5,0,Low (1-20%),2017,9,Sep,Fall,Profit,Low (0-10%),Small ($50-200),88.78,4.44,35.51,Express
6233,US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0,9.3312,48,0,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Express
6234,US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28,11,0,34.2144,48,0,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),6.48,3.11,0,Express
6235,US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,5,0.2,459.9875,31.25,0,Low (1-20%),2017,9,Sep,Fall,Profit,High (>=20%),XL (>$1K),294.39,92,294.39,Express
6236,US-2017-142188,11/09/2017,11/09/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000127,Technology,Phones,Iottie Xl Car Mount,79.96,5,0.2,-17.991,-22.5,0,Low (1-20%),2017,9,Sep,Fall,Loss,Loss,Small ($50-200),15.99,-3.6,15.99,Express
6237,CA-2016-144400,23/02/2016,27/02/2016,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With String And Button Closure, 10 X 13",57.576,3,0.2,21.591,37.5,4,Low (1-20%),2016,2,Feb,Winter,Profit,High (>=20%),Small ($50-200),19.19,7.2,11.52,Economy
6238,US-2016-155180,22/01/2016,29/01/2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones Data.Warehouse D-Ring Binders With Dubllock,26.336,4,0.2,9.2176,35,7,Low (1-20%),2016,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),6.58,2.3,5.27,Economy
6239,CA-2015-134075,12/12/2015,16/12/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats For Medium Pile Carpets,166.5,3,0,21.645,13,4,No Discount,2015,12,Dec,Winter,Profit,Medium (10-20%),Small ($50-200),55.5,7.22,0,Economy
6240,CA-2015-134075,12/12/2015,16/12/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File With Lock,360.38,2,0,93.6988,26,4,No Discount,2015,12,Dec,Winter,Profit,High (>=20%),Medium ($200-500),180.19,46.85,0,Economy
6241,US-2016-131912,29/10/2016,01/11/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004236,Office Supplies,Binders,"Xtralife Clearvue Slant-D Ring Binder, White, 3""",11.744,1,0.2,3.8168,32.5,3,Low (1-20%),2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),11.74,3.82,2.35,Standard
6242,CA-2017-141572,28/05/2017,31/05/2017,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee Of The Month Certificate Frame, 11 X 13-1/2",247.44,8,0,101.4504,41,3,No Discount,2017,5,May,Spring,Profit,High (>=20%),Medium ($200-500),30.93,12.68,0,Standard
6243,CA-2014-134621,21/12/2014,28/12/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,0.7,-14.592,-80,7,High (41%+),2014,12,Dec,Winter,Loss,Loss,Micro (<$50),9.12,-7.3,12.77,Economy
6244,CA-2016-165561,24/11/2016,28/11/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,98006,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,0,7.605,30,4,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),8.45,2.54,0,Economy
6245,CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,119.04,6,0,30.9504,26,5,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),19.84,5.16,0,Economy
6246,CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0,6.4206,29,5,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),7.38,2.14,0,Economy
6247,CA-2015-112305,20/11/2015,25/11/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002018,Technology,Accessories,Amazonbasics 3-Button Usb Wired Mouse,13.98,2,0,6.0114,43,5,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.99,3.01,0,Economy
6248,CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris Laware,Consumer,United States,Columbus,Indiana,47201,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,43.41,1,0,19.9686,46,6,No Discount,2017,5,May,Spring,Profit,High (>=20%),Micro (<$50),43.41,19.97,0,Economy
6249,CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris Laware,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.24,3,0,2.6208,42,6,No Discount,2017,5,May,Spring,Profit,High (>=20%),Micro (<$50),2.08,0.87,0,Economy
6250,CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris Laware,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum With E-Z Empty Dirt Cup,465.16,2,0,120.9416,26,6,No Discount,2017,5,May,Spring,Profit,High (>=20%),Medium ($200-500),232.58,60.47,0,Economy
6251,CA-2017-121580,29/05/2017,04/06/2017,Standard Class,ML-17410,Maris Laware,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book W/Frequently-Called Numbers Space, 400 Messages Per Book",7.98,1,0,3.99,50,6,No Discount,2017,5,May,Spring,Profit,High (>=20%),Micro (<$50),7.98,3.99,0,Economy
6252,CA-2014-101147,02/12/2014,04/12/2014,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple Holder,2.394,1,0.8,-6.3441,-265,2,High (41%+),2014,12,Dec,Winter,Loss,Loss,Micro (<$50),2.39,-6.34,1.92,Fast
6253,CA-2014-165806,07/04/2014,07/04/2014,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,9,0,27.9936,48,0,No Discount,2014,4,Apr,Spring,Profit,High (>=20%),Small ($50-200),6.48,3.11,0,Express
6254,CA-2014-165806,07/04/2014,07/04/2014,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062,South,TEC-PH-10004922,Technology,Phones,Rca Visys Integrated Pbx 8-Line Router,200.97,3,0,50.2425,25,0,No Discount,2014,4,Apr,Spring,Profit,High (>=20%),Medium ($200-500),66.99,16.75,0,Express
6255,CA-2015-151624,08/09/2015,14/09/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Montgomery,Alabama,36116,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,21.36,8,0,8.1168,38,6,No Discount,2015,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),2.67,1.01,0,Economy
6256,CA-2017-139444,09/09/2017,15/09/2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Plano,Texas,75023,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,9.856,4,0.2,3.4496,35,6,Low (1-20%),2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),2.46,0.86,1.97,Economy
6257,CA-2015-133977,06/09/2015,08/09/2015,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Tamarac,Florida,33319,South,OFF-BI-10003166,Office Supplies,Binders,Gbc Plasticlear Binding Covers,3.444,1,0.7,-2.5256,-73.33,2,High (41%+),2015,9,Sep,Fall,Loss,Loss,Micro (<$50),3.44,-2.53,2.41,Standard
6258,CA-2017-141425,02/11/2017,06/11/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,384.592,2,0.2,-81.7258,-21.25,4,Low (1-20%),2017,11,Nov,Fall,Loss,Loss,Medium ($200-500),192.3,-40.86,76.92,Standard
6259,CA-2015-133536,28/03/2015,30/03/2015,Second Class,JH-15820,John Huston,Consumer,United States,New York City,New York,10009,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92,3,0,11.2308,49,2,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),7.64,3.74,0,Standard
6260,CA-2015-150441,13/08/2015,17/08/2015,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Richmond,Indiana,47374,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,11.36,4,0,5.5664,49,4,No Discount,2015,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),2.84,1.39,0,Standard
6261,CA-2015-162607,12/05/2015,18/05/2015,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,14.592,3,0.2,4.9248,33.75,6,Low (1-20%),2015,5,May,Spring,Profit,High (>=20%),Micro (<$50),4.86,1.64,2.92,Economy
6262,CA-2017-103506,23/07/2017,27/07/2017,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels For Typewriters, 4"" X 2""",41.4,4,0,19.872,48,4,No Discount,2017,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),10.35,4.97,0,Economy
6263,CA-2016-132479,24/09/2016,26/09/2016,First Class,MK-17905,Michael Kennedy,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004584,Office Supplies,Binders,Gbc Proclick 150 Presentation Binding System,442.372,7,0.8,-729.9138,-165,2,High (41%+),2016,9,Sep,Fall,Loss,Loss,Medium ($200-500),63.2,-104.27,353.9,Fast
6264,CA-2017-160724,05/05/2017,10/05/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers For Plastic Or Wire Binding Elements,34.5,3,0,15.525,45,5,No Discount,2017,5,May,Spring,Profit,High (>=20%),Micro (<$50),11.5,5.18,0,Economy
6265,US-2016-115952,06/10/2016,06/10/2016,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,0,14.425,50,0,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),5.77,2.88,0,Express
